date,product_id,category,sales_qty,revenue,price,inventory_qty,promotion_flag
2022-04-08,SKU-0562,Apparel,60.0,11769.6,196.16,939.0,0
2022-04-08,SKU-0821,Electronics,24.0,4807.2,200.3,404.0,0
2022-04-08,SKU-1134,FMCG,213.0,8922.57,41.89,1642.0,1
2022-04-08,SKU-2201,Home,25.0,10452.75,418.11,211.0,0
2022-04-08,SKU-3305,Electronics,28.0,10232.32,365.44,548.0,0
2022-04-08,SKU-4412,FMCG,139.0,4004.59,28.81,1724.0,0
2022-04-08,SKU-5501,Apparel,58.0,8433.78,145.41,901.0,0
2022-04-08,SKU-6623,Home,32.0,8141.44,254.42,354.0,0
2022-04-08,SKU-7734,Electronics,29.0,14411.84,496.96,436.0,0
2022-04-08,SKU-8891,FMCG,203.0,15687.84,77.28,2314.0,0
2022-04-09,SKU-0562,Apparel,73.0,14621.9,200.3,412.0,0
2022-04-09,SKU-0821,Electronics,43.0,7112.2,165.4,229.0,1
2022-04-09,SKU-1134,FMCG,194.0,9376.02,48.33,904.0,0
2022-04-09,SKU-2201,Home,30.0,11500.2,383.34,125.0,0
2022-04-09,SKU-3305,Electronics,29.0,9749.51,336.19,273.0,0
2022-04-09,SKU-4412,FMCG,185.0,5561.1,30.06,2176.0,0
2022-04-09,SKU-5501,Apparel,54.0,7872.66,145.79,971.0,0
2022-04-09,SKU-6623,Home,25.0,6322.75,252.91,275.0,0
2022-04-09,SKU-7734,Electronics,26.0,13053.3,502.05,472.0,0
2022-04-09,SKU-8891,FMCG,169.0,13793.78,81.62,1260.0,0
2022-04-10,SKU-0562,Apparel,58.0,11410.92,196.74,399.0,0
2022-04-10,SKU-0821,Electronics,22.0,4563.02,207.41,445.0,0
2022-04-10,SKU-1134,FMCG,273.0,11640.72,42.64,1142.0,1
2022-04-10,SKU-2201,Home,28.0,11415.04,407.68,177.0,0
2022-04-10,SKU-3305,Electronics,36.0,12227.4,339.65,393.0,0
2022-04-10,SKU-4412,FMCG,265.0,6701.85,25.29,938.0,1
2022-04-10,SKU-5501,Apparel,86.0,13065.98,151.93,782.0,0
2022-04-10,SKU-6623,Home,23.0,5608.09,243.83,122.0,0
2022-04-10,SKU-7734,Electronics,33.0,17054.73,516.81,524.0,0
2022-04-10,SKU-8891,FMCG,264.0,21846.0,82.75,1918.0,0
2022-04-11,SKU-0562,Apparel,51.0,10085.76,197.76,862.0,0
2022-04-11,SKU-0821,Electronics,40.0,6766.8,169.17,257.0,1
2022-04-11,SKU-1134,FMCG,175.0,9059.75,51.77,2753.0,0
2022-04-11,SKU-2201,Home,23.0,9569.61,416.07,176.0,0
2022-04-11,SKU-3305,Electronics,31.0,11357.78,366.38,207.0,0
2022-04-11,SKU-4412,FMCG,138.0,4200.72,30.44,1055.0,0
2022-04-11,SKU-5501,Apparel,65.0,9685.0,149.0,998.0,0
2022-04-11,SKU-6623,Home,22.0,5532.56,251.48,209.0,0
2022-04-11,SKU-7734,Electronics,26.0,12834.38,493.63,208.0,0
2022-04-11,SKU-8891,FMCG,162.0,12791.52,78.96,1874.0,0
2022-04-12,SKU-0562,Apparel,55.0,11334.95,206.09,840.0,0
2022-04-12,SKU-0821,Electronics,31.0,6329.58,204.18,183.0,0
2022-04-12,SKU-1134,FMCG,219.0,10641.21,48.59,2289.0,0
2022-04-12,SKU-2201,Home,29.0,9907.85,341.65,138.0,1
2022-04-12,SKU-3305,Electronics,30.0,10796.1,359.87,495.0,0
2022-04-12,SKU-4412,FMCG,223.0,6892.93,30.91,,0
2022-04-12,SKU-5501,Apparel,59.0,8956.79,151.81,819.0,0
2022-04-12,SKU-6623,Home,21.0,5076.75,241.75,174.0,0
2022-04-12,SKU-7734,Electronics,,15924.6,442.35,498.0,1
2022-04-12,SKU-8891,FMCG,200.0,16156.0,80.78,2273.0,0
2022-04-13,SKU-0562,Apparel,51.0,10010.28,196.28,469.0,0
2022-04-13,SKU-0821,Electronics,29.0,5876.85,202.65,245.0,0
2022-04-13,SKU-1134,FMCG,211.0,10522.57,49.87,2404.0,0
2022-04-13,SKU-2201,Home,21.0,8160.6,388.6,238.0,0
2022-04-13,SKU-3305,Electronics,28.0,9494.24,339.08,212.0,0
2022-04-13,SKU-4412,FMCG,210.0,6423.9,30.59,1703.0,0
2022-04-13,SKU-5501,Apparel,75.0,9846.0,131.28,490.0,1
2022-04-13,SKU-6623,Home,26.0,6625.06,254.81,193.0,0
2022-04-13,SKU-7734,Electronics,29.0,14245.67,491.23,293.0,0
2022-04-13,SKU-8891,FMCG,202.0,15661.06,77.53,2358.0,0
2022-04-14,SKU-0562,Apparel,52.0,9972.04,191.77,789.0,0
2022-04-14,SKU-0821,Electronics,30.0,5858.7,195.29,458.0,0
2022-04-14,SKU-1134,FMCG,158.0,8148.06,51.57,2533.0,0
2022-04-14,SKU-2201,Home,31.0,10401.12,335.52,241.0,1
2022-04-14,SKU-3305,Electronics,37.0,10499.86,283.78,460.0,1
2022-04-14,SKU-4412,FMCG,154.0,4538.38,29.47,2785.0,0
2022-04-14,SKU-5501,Apparel,54.0,8424.54,156.01,997.0,0
2022-04-14,SKU-6623,Home,25.0,6453.5,258.14,356.0,0
2022-04-14,SKU-7734,Electronics,30.0,14350.8,478.36,219.0,0
2022-04-14,SKU-8891,FMCG,193.0,13778.27,71.39,1585.0,1
2022-04-15,SKU-0562,Apparel,50.0,9522.5,190.45,552.0,0
2022-04-15,SKU-0821,Electronics,31.0,6421.96,207.16,599.0,0
2022-04-15,SKU-1134,FMCG,203.0,9888.13,48.71,984.0,0
2022-04-15,SKU-2201,Home,23.0,9461.05,411.35,278.0,0
2022-04-15,SKU-3305,Electronics,32.0,10899.84,340.62,186.0,0
2022-04-15,SKU-4412,FMCG,160.0,4926.4,30.79,2209.0,0
2022-04-15,SKU-5501,Apparel,74.0,9494.94,128.31,737.0,1
2022-04-15,SKU-6623,Home,26.0,6736.86,259.11,284.0,0
2022-04-15,SKU-7734,Electronics,28.0,14359.52,512.84,365.0,0
2022-04-15,SKU-8891,FMCG,238.0,16519.58,69.41,1717.0,1
2022-04-16,SKU-0562,Apparel,70.0,14130.2,201.86,337.0,0
2022-04-16,SKU-0821,Electronics,34.0,7091.04,208.56,570.0,0
2022-04-16,SKU-1134,FMCG,181.0,8907.01,49.21,2008.0,0
2022-04-16,SKU-2201,Home,30.0,11945.7,398.19,308.0,0
2022-04-16,SKU-3305,Electronics,28.0,10232.88,365.46,250.0,0
2022-04-16,SKU-4412,FMCG,321.0,8185.5,25.5,2350.0,1
2022-04-16,SKU-5501,Apparel,73.0,10703.99,146.63,409.0,0
2022-04-16,SKU-6623,Home,31.0,7855.4,253.4,287.0,0
2022-04-16,SKU-7734,Electronics,34.0,16923.84,497.76,460.0,0
2022-04-16,SKU-8891,FMCG,195.0,16126.5,82.7,1256.0,0
2022-04-17,SKU-0562,Apparel,57.0,9354.27,164.11,700.0,1
2022-04-17,SKU-0821,Electronics,38.0,7856.88,206.76,517.0,0
2022-04-17,SKU-1134,FMCG,301.0,13382.46,44.46,2025.0,1
2022-04-17,SKU-2201,Home,26.0,10168.08,391.08,377.0,0
2022-04-17,SKU-3305,Electronics,49.0,14365.82,293.18,201.0,1
2022-04-17,SKU-4412,FMCG,259.0,7407.4,28.6,1789.0,0
2022-04-17,SKU-5501,Apparel,67.0,10432.57,155.71,918.0,0
2022-04-17,SKU-6623,Home,24.0,6095.52,253.98,179.0,0
2022-04-17,SKU-7734,Electronics,35.0,17126.55,489.33,517.0,0
2022-04-17,SKU-8891,FMCG,197.0,16544.06,83.98,963.0,0
2022-04-18,SKU-0562,Apparel,53.0,11104.03,209.51,871.0,0
2022-04-18,SKU-0821,Electronics,29.0,6074.63,209.47,375.0,0
2022-04-18,SKU-1134,FMCG,208.0,10761.92,51.74,1031.0,0
2022-04-18,SKU-2201,Home,28.0,9855.72,351.99,382.0,1
2022-04-18,SKU-3305,Electronics,27.0,9044.73,334.99,268.0,0
2022-04-18,SKU-4412,FMCG,172.0,5020.68,29.19,1885.0,0
2022-04-18,SKU-5501,Apparel,53.0,7685.53,145.01,403.0,0
2022-04-18,SKU-6623,Home,22.0,5760.26,261.83,332.0,0
2022-04-18,SKU-7734,Electronics,28.0,13689.76,488.92,515.0,0
2022-04-18,SKU-8891,FMCG,200.0,15722.0,78.61,1528.0,0
2022-04-19,SKU-0562,Apparel,61.0,11769.34,192.94,539.0,0
2022-04-19,SKU-0821,Electronics,26.0,5073.38,195.13,329.0,0
2022-04-19,SKU-1134,FMCG,181.0,9207.47,50.87,1031.0,0
2022-04-19,SKU-2201,Home,22.0,9120.98,414.59,163.0,0
2022-04-19,SKU-3305,Electronics,28.0,9606.24,343.08,416.0,0
2022-04-19,SKU-4412,FMCG,213.0,5595.51,26.27,1188.0,1
2022-04-19,SKU-5501,Apparel,58.0,8390.28,144.66,736.0,0
2022-04-19,SKU-6623,Home,31.0,7574.54,244.34,256.0,0
2022-04-19,SKU-7734,Electronics,28.0,13728.96,490.32,525.0,0
2022-04-19,SKU-8891,FMCG,171.0,13074.66,76.46,1779.0,0
2022-04-20,SKU-0562,Apparel,59.0,12201.2,206.8,992.0,0
2022-04-20,SKU-0821,Electronics,34.0,6850.66,201.49,460.0,0
2022-04-20,SKU-1134,FMCG,228.0,9959.04,43.68,2710.0,1
2022-04-20,SKU-2201,Home,22.0,7771.28,353.24,224.0,1
2022-04-20,SKU-3305,Electronics,35.0,10664.15,304.69,386.0,1
2022-04-20,SKU-4412,FMCG,157.0,4702.15,29.95,2660.0,0
2022-04-20,SKU-5501,Apparel,63.0,9361.8,148.6,,0
2022-04-20,SKU-6623,Home,22.0,5474.7,248.85,333.0,0
2022-04-20,SKU-7734,Electronics,27.0,14109.39,522.57,253.0,0
2022-04-20,SKU-8891,FMCG,183.0,14738.82,80.54,2116.0,0
2022-04-21,SKU-0562,Apparel,58.0,11235.18,193.71,495.0,0
2022-04-21,SKU-0821,Electronics,36.0,7005.6,194.6,412.0,0
2022-04-21,SKU-1134,FMCG,186.0,9180.96,49.36,2289.0,0
2022-04-21,SKU-2201,Home,20.0,7775.0,388.75,171.0,0
2022-04-21,SKU-3305,Electronics,26.0,9488.7,364.95,587.0,0
2022-04-21,SKU-4412,FMCG,209.0,6313.89,30.21,1200.0,0
2022-04-21,SKU-5501,Apparel,65.0,9620.65,148.01,360.0,0
2022-04-21,SKU-6623,Home,22.0,5531.24,251.42,356.0,0
2022-04-21,SKU-7734,Electronics,26.0,13224.64,508.64,272.0,0
2022-04-21,SKU-8891,FMCG,201.0,15627.75,77.75,2735.0,0
2022-04-22,SKU-0562,Apparel,52.0,10356.84,199.17,545.0,0
2022-04-22,SKU-0821,Electronics,25.0,4750.25,190.01,545.0,0
2022-04-22,SKU-1134,FMCG,169.0,8696.74,51.46,2217.0,0
2022-04-22,SKU-2201,Home,25.0,9593.75,383.75,256.0,0
2022-04-22,SKU-3305,Electronics,31.0,8981.01,289.71,561.0,1
2022-04-22,SKU-4412,FMCG,174.0,5202.6,29.9,1879.0,0
2022-04-22,SKU-5501,Apparel,52.0,7790.12,149.81,600.0,0
2022-04-22,SKU-6623,Home,25.0,6310.5,252.42,399.0,0
2022-04-22,SKU-7734,Electronics,26.0,13425.88,516.38,251.0,0
2022-04-22,SKU-8891,FMCG,221.0,16849.04,76.24,1329.0,0
2022-04-23,SKU-0562,Apparel,49.0,10132.22,206.78,412.0,0
2022-04-23,SKU-0821,Electronics,33.0,6675.9,202.3,562.0,0
2022-04-23,SKU-1134,FMCG,162.0,8108.1,50.05,1952.0,0
2022-04-23,SKU-2201,Home,32.0,12192.0,381.0,245.0,0
2022-04-23,SKU-3305,Electronics,30.0,10613.7,353.79,298.0,0
2022-04-23,SKU-4412,FMCG,283.0,6981.61,24.67,1697.0,1
2022-04-23,SKU-5501,Apparel,62.0,9533.12,153.76,387.0,0
2022-04-23,SKU-6623,Home,31.0,7961.42,256.82,186.0,0
2022-04-23,SKU-7734,Electronics,35.0,18251.1,521.46,342.0,0
2022-04-23,SKU-8891,FMCG,266.0,20356.98,76.53,940.0,0
2022-04-24,SKU-0562,Apparel,66.0,13771.56,208.66,485.0,0
2022-04-24,SKU-0821,Electronics,33.0,6781.5,205.5,278.0,0
2022-04-24,SKU-1134,FMCG,252.0,12405.96,49.23,963.0,0
2022-04-24,SKU-2201,Home,35.0,12032.65,343.79,309.0,1
2022-04-24,SKU-3305,Electronics,36.0,13163.4,365.65,551.0,0
2022-04-24,SKU-4412,FMCG,206.0,6328.32,30.72,1482.0,0
2022-04-24,SKU-5501,Apparel,72.0,11329.2,157.35,518.0,0
2022-04-24,SKU-6623,Home,32.0,7872.0,246.0,142.0,0
2022-04-24,SKU-7734,Electronics,26.0,12796.42,492.17,530.0,0
2022-04-24,SKU-8891,FMCG,260.0,18449.6,70.96,1290.0,1
2022-04-25,SKU-0562,Apparel,57.0,11111.01,194.93,629.0,0
2022-04-25,SKU-0821,Electronics,30.0,5737.2,191.24,218.0,0
2022-04-25,SKU-1134,FMCG,185.0,8937.35,48.31,2149.0,0
2022-04-25,SKU-2201,Home,15.0,6097.2,406.48,330.0,0
2022-04-25,SKU-3305,Electronics,30.0,10924.5,364.15,523.0,0
2022-04-25,SKU-4412,FMCG,224.0,6892.48,30.77,1016.0,0
2022-04-25,SKU-5501,Apparel,50.0,7427.0,148.54,919.0,0
2022-04-25,SKU-6623,Home,28.0,7276.92,259.89,374.0,0
2022-04-25,SKU-7734,Electronics,40.0,16611.6,415.29,260.0,1
2022-04-25,SKU-8891,FMCG,205.0,13501.3,65.86,1618.0,1
2022-04-26,SKU-0562,Apparel,43.0,8682.56,201.92,603.0,0
2022-04-26,SKU-0821,Electronics,32.0,6156.8,192.4,488.0,0
2022-04-26,SKU-1134,FMCG,184.0,9229.44,50.16,1504.0,0
2022-04-26,SKU-2201,Home,23.0,8891.34,386.58,152.0,0
2022-04-26,SKU-3305,Electronics,31.0,10680.74,344.54,487.0,0
2022-04-26,SKU-4412,FMCG,192.0,5852.16,30.48,2856.0,0
2022-04-26,SKU-5501,Apparel,58.0,8836.88,152.36,928.0,0
2022-04-26,SKU-6623,Home,27.0,6682.23,247.49,211.0,0
2022-04-26,SKU-7734,Electronics,28.0,14107.52,503.84,374.0,0
2022-04-26,SKU-8891,FMCG,240.0,15698.4,65.41,2959.0,1
2022-04-27,SKU-0562,Apparel,58.0,11363.94,195.93,956.0,0
2022-04-27,SKU-0821,Electronics,,6291.45,190.65,456.0,0
2022-04-27,SKU-1134,FMCG,203.0,10182.48,50.16,1116.0,0
2022-04-27,SKU-2201,Home,20.0,8255.0,412.75,395.0,0
2022-04-27,SKU-3305,Electronics,21.0,7019.46,334.26,202.0,0
2022-04-27,SKU-4412,FMCG,212.0,5509.88,25.99,1861.0,1
2022-04-27,SKU-5501,Apparel,60.0,8777.4,146.29,704.0,0
2022-04-27,SKU-6623,Home,19.0,4683.12,246.48,350.0,0
2022-04-27,SKU-7734,Electronics,35.0,14653.1,418.66,332.0,1
2022-04-27,SKU-8891,FMCG,220.0,18139.0,82.45,1589.0,0
2022-04-28,SKU-0562,Apparel,54.0,10755.72,199.18,512.0,0
2022-04-28,SKU-0821,Electronics,23.0,4756.86,206.82,272.0,0
2022-04-28,SKU-1134,FMCG,125.0,6175.0,49.4,2597.0,0
2022-04-28,SKU-2201,Home,27.0,11267.1,417.3,153.0,0
2022-04-28,SKU-3305,Electronics,36.0,10743.84,298.44,193.0,1
2022-04-28,SKU-4412,FMCG,200.0,5986.0,29.93,1756.0,0
2022-04-28,SKU-5501,Apparel,60.0,9424.2,157.07,693.0,0
2022-04-28,SKU-6623,Home,20.0,5107.4,255.37,139.0,0
2022-04-28,SKU-7734,Electronics,25.0,12641.0,505.64,574.0,0
2022-04-28,SKU-8891,FMCG,185.0,15038.65,81.29,1061.0,0
2022-04-29,SKU-0562,Apparel,59.0,9634.7,163.3,548.0,1
2022-04-29,SKU-0821,Electronics,30.0,5941.8,198.06,530.0,0
2022-04-29,SKU-1134,FMCG,143.0,7374.51,51.57,2184.0,0
2022-04-29,SKU-2201,Home,21.0,8327.13,396.53,309.0,0
2022-04-29,SKU-3305,Electronics,33.0,9714.54,294.38,256.0,1
2022-04-29,SKU-4412,FMCG,243.0,5982.66,24.62,2637.0,1
2022-04-29,SKU-5501,Apparel,56.0,8121.12,145.02,915.0,0
2022-04-29,SKU-6623,Home,22.0,5531.46,251.43,184.0,0
2022-04-29,SKU-7734,Electronics,34.0,17778.94,522.91,272.0,0
2022-04-29,SKU-8891,FMCG,190.0,15787.1,83.09,2862.0,0
2022-04-30,SKU-0562,Apparel,74.0,12871.56,173.94,877.0,1
2022-04-30,SKU-0821,Electronics,33.0,6685.8,202.6,349.0,0
2022-04-30,SKU-1134,FMCG,236.0,12097.36,51.26,2015.0,0
2022-04-30,SKU-2201,Home,41.0,13447.18,327.98,353.0,1
2022-04-30,SKU-3305,Electronics,37.0,12861.2,347.6,339.0,0
2022-04-30,SKU-4412,FMCG,,6937.5,31.25,1427.0,0
2022-04-30,SKU-5501,Apparel,65.0,9763.65,150.21,515.0,0
2022-04-30,SKU-6623,Home,31.0,7806.73,251.83,211.0,0
2022-04-30,SKU-7734,Electronics,32.0,16365.44,511.42,325.0,0
2022-04-30,SKU-8891,FMCG,286.0,19779.76,69.16,2591.0,1
2022-05-01,SKU-0562,Apparel,82.0,16708.32,203.76,384.0,0
2022-05-01,SKU-0821,Electronics,33.0,6787.11,205.67,291.0,0
2022-05-01,SKU-1134,FMCG,246.0,12902.7,52.45,954.0,0
2022-05-01,SKU-2201,Home,32.0,13361.28,417.54,170.0,0
2022-05-01,SKU-3305,Electronics,29.0,9954.25,343.25,409.0,0
2022-05-01,SKU-4412,FMCG,245.0,7288.75,29.75,1236.0,0
2022-05-01,SKU-5501,Apparel,66.0,10154.76,153.86,928.0,0
2022-05-01,SKU-6623,Home,24.0,5750.4,239.6,230.0,0
2022-05-01,SKU-7734,Electronics,38.0,18359.7,483.15,278.0,0
2022-05-01,SKU-8891,FMCG,275.0,20952.25,76.19,2653.0,0
2022-05-02,SKU-0562,Apparel,46.0,8766.22,190.57,708.0,0
2022-05-02,SKU-0821,Electronics,39.0,6912.75,177.25,356.0,1
2022-05-02,SKU-1134,FMCG,191.0,9120.25,47.75,982.0,0
2022-05-02,SKU-2201,Home,28.0,10652.6,380.45,340.0,0
2022-05-02,SKU-3305,Electronics,29.0,10239.61,353.09,347.0,0
2022-05-02,SKU-4412,FMCG,199.0,6252.58,31.42,2042.0,0
2022-05-02,SKU-5501,Apparel,66.0,9673.62,146.57,932.0,0
2022-05-02,SKU-6623,Home,21.0,5184.27,246.87,,0
2022-05-02,SKU-7734,Electronics,29.0,14981.98,516.62,518.0,0
2022-05-02,SKU-8891,FMCG,185.0,14391.15,77.79,1374.0,0
2022-05-03,SKU-0562,Apparel,39.0,7670.91,196.69,576.0,0
2022-05-03,SKU-0821,Electronics,29.0,5705.75,196.75,545.0,0
2022-05-03,SKU-1134,FMCG,178.0,8529.76,47.92,1343.0,0
2022-05-03,SKU-2201,Home,23.0,9227.6,401.2,165.0,0
2022-05-03,SKU-3305,Electronics,34.0,12209.74,359.11,244.0,0
2022-05-03,SKU-4412,FMCG,207.0,5992.65,28.95,1463.0,0
2022-05-03,SKU-5501,Apparel,51.0,7787.7,152.7,339.0,0
2022-05-03,SKU-6623,Home,19.0,4529.03,238.37,229.0,0
2022-05-03,SKU-7734,Electronics,26.0,13184.08,507.08,289.0,0
2022-05-03,SKU-8891,FMCG,214.0,17781.26,83.09,2780.0,0
2022-05-04,SKU-0562,Apparel,67.0,13261.98,197.94,409.0,0
2022-05-04,SKU-0821,Electronics,26.0,5153.98,198.23,281.0,0
2022-05-04,SKU-1134,FMCG,181.0,9205.66,50.86,2634.0,0
2022-05-04,SKU-2201,Home,26.0,10647.52,409.52,220.0,0
2022-05-04,SKU-3305,Electronics,25.0,8383.5,335.34,596.0,0
2022-05-04,SKU-4412,FMCG,221.0,6402.37,28.97,2975.0,0
2022-05-04,SKU-5501,Apparel,83.0,10970.11,132.17,502.0,1
2022-05-04,SKU-6623,Home,30.0,7475.7,249.19,293.0,0
2022-05-04,SKU-7734,Electronics,24.0,11796.24,491.51,416.0,0
2022-05-04,SKU-8891,FMCG,154.0,12751.2,82.8,1323.0,0
2022-05-05,SKU-0562,Apparel,53.0,10881.43,205.31,477.0,0
2022-05-05,SKU-0821,Electronics,38.0,6669.0,175.5,413.0,1
2022-05-05,SKU-1134,FMCG,210.0,10794.0,51.4,934.0,0
2022-05-05,SKU-2201,Home,22.0,9121.64,414.62,148.0,0
2022-05-05,SKU-3305,Electronics,41.0,11983.07,292.27,464.0,1
2022-05-05,SKU-4412,FMCG,210.0,6358.8,30.28,2166.0,0
2022-05-05,SKU-5501,Apparel,81.0,10254.6,126.6,493.0,1
2022-05-05,SKU-6623,Home,30.0,7701.3,256.71,183.0,0
2022-05-05,SKU-7734,Electronics,26.0,13163.02,506.27,493.0,0
2022-05-05,SKU-8891,FMCG,218.0,16949.5,77.75,1025.0,0
2022-05-06,SKU-0562,Apparel,65.0,12781.6,196.64,625.0,0
2022-05-06,SKU-0821,Electronics,31.0,6416.69,206.99,198.0,0
2022-05-06,SKU-1134,FMCG,176.0,9005.92,51.17,1616.0,0
2022-05-06,SKU-2201,Home,24.0,9133.2,380.55,142.0,0
2022-05-06,SKU-3305,Electronics,26.0,9143.94,351.69,253.0,0
2022-05-06,SKU-4412,FMCG,245.0,7200.55,29.39,2294.0,0
2022-05-06,SKU-5501,Apparel,61.0,9208.56,150.96,650.0,0
2022-05-06,SKU-6623,Home,27.0,6459.21,239.23,145.0,0
2022-05-06,SKU-7734,Electronics,23.0,11979.78,520.86,350.0,0
2022-05-06,SKU-8891,FMCG,225.0,17358.75,77.15,2400.0,0
2022-05-07,SKU-0562,Apparel,90.0,14987.7,166.53,300.0,1
2022-05-07,SKU-0821,Electronics,35.0,7138.6,203.96,558.0,0
2022-05-07,SKU-1134,FMCG,223.0,9754.02,43.74,2320.0,1
2022-05-07,SKU-2201,Home,29.0,11335.52,390.88,181.0,0
2022-05-07,SKU-3305,Electronics,39.0,13777.53,353.27,186.0,0
2022-05-07,SKU-4412,FMCG,269.0,8255.61,30.69,1579.0,0
2022-05-07,SKU-5501,Apparel,74.0,10925.36,147.64,394.0,0
2022-05-07,SKU-6623,Home,35.0,8395.1,239.86,352.0,0
2022-05-07,SKU-7734,Electronics,35.0,16805.95,480.17,348.0,0
2022-05-07,SKU-8891,FMCG,247.0,20212.01,81.83,2537.0,0
2022-05-08,SKU-0562,Apparel,69.0,13820.01,200.29,359.0,0
2022-05-08,SKU-0821,Electronics,30.0,5852.7,195.09,185.0,0
2022-05-08,SKU-1134,FMCG,267.0,13403.4,50.2,2687.0,0
2022-05-08,SKU-2201,Home,30.0,12058.5,401.95,226.0,0
2022-05-08,SKU-3305,Electronics,28.0,9545.48,340.91,219.0,0
2022-05-08,SKU-4412,FMCG,271.0,7978.24,29.44,1102.0,0
2022-05-08,SKU-5501,Apparel,80.0,12448.0,155.6,996.0,0
2022-05-08,SKU-6623,Home,20.0,5041.4,252.07,347.0,0
2022-05-08,SKU-7734,Electronics,29.0,14359.06,495.14,462.0,0
2022-05-08,SKU-8891,FMCG,200.0,16292.0,81.46,1562.0,0
2022-05-09,SKU-0562,Apparel,63.0,12600.0,200.0,811.0,0
2022-05-09,SKU-0821,Electronics,39.0,6383.52,163.68,422.0,1
2022-05-09,SKU-1134,FMCG,221.0,9573.72,43.32,2371.0,1
2022-05-09,SKU-2201,Home,26.0,10524.02,404.77,172.0,0
2022-05-09,SKU-3305,Electronics,37.0,13403.25,362.25,262.0,0
2022-05-09,SKU-4412,FMCG,175.0,5054.0,28.88,2923.0,0
2022-05-09,SKU-5501,Apparel,59.0,8925.52,151.28,678.0,0
2022-05-09,SKU-6623,Home,22.0,5272.3,239.65,135.0,0
2022-05-09,SKU-7734,Electronics,30.0,15066.6,502.22,278.0,0
2022-05-09,SKU-8891,FMCG,178.0,14435.8,81.1,2622.0,0
2022-05-10,SKU-0562,Apparel,71.0,14008.3,197.3,748.0,0
2022-05-10,SKU-0821,Electronics,29.0,5909.91,203.79,285.0,0
2022-05-10,SKU-1134,FMCG,,9072.4,49.04,2188.0,0
2022-05-10,SKU-2201,Home,26.0,10364.9,398.65,173.0,0
2022-05-10,SKU-3305,Electronics,31.0,10696.55,345.05,562.0,0
2022-05-10,SKU-4412,FMCG,243.0,6940.08,28.56,1563.0,0
2022-05-10,SKU-5501,Apparel,52.0,7936.76,152.63,577.0,0
2022-05-10,SKU-6623,Home,,7179.48,256.41,247.0,0
2022-05-10,SKU-7734,Electronics,32.0,15601.28,487.54,230.0,0
2022-05-10,SKU-8891,FMCG,196.0,15813.28,80.68,2935.0,0
2022-05-11,SKU-0562,Apparel,51.0,9807.3,192.3,918.0,0
2022-05-11,SKU-0821,Electronics,27.0,5313.33,196.79,392.0,0
2022-05-11,SKU-1134,FMCG,196.0,9468.76,48.31,2282.0,0
2022-05-11,SKU-2201,Home,19.0,7535.21,396.59,228.0,0
2022-05-11,SKU-3305,Electronics,27.0,9590.13,355.19,205.0,0
2022-05-11,SKU-4412,FMCG,246.0,7611.24,30.94,2875.0,0
2022-05-11,SKU-5501,Apparel,62.0,8975.74,144.77,634.0,0
2022-05-11,SKU-6623,Home,25.0,6313.75,252.55,282.0,0
2022-05-11,SKU-7734,Electronics,23.0,11070.82,481.34,344.0,0
2022-05-11,SKU-8891,FMCG,175.0,13527.5,77.3,2442.0,0
2022-05-12,SKU-0562,Apparel,54.0,10871.28,201.32,935.0,0
2022-05-12,SKU-0821,Electronics,37.0,7675.28,207.44,422.0,0
2022-05-12,SKU-1134,FMCG,228.0,11224.44,49.23,2586.0,0
2022-05-12,SKU-2201,Home,25.0,9896.25,395.85,202.0,0
2022-05-12,SKU-3305,Electronics,29.0,10081.85,347.65,430.0,0
2022-05-12,SKU-4412,FMCG,198.0,5690.52,28.74,2873.0,0
2022-05-12,SKU-5501,Apparel,79.0,10403.51,131.69,356.0,1
2022-05-12,SKU-6623,Home,29.0,7233.18,249.42,296.0,0
2022-05-12,SKU-7734,Electronics,39.0,16205.67,415.53,575.0,1
2022-05-12,SKU-8891,FMCG,213.0,16398.87,76.99,2737.0,0
2022-05-13,SKU-0562,Apparel,68.0,11490.64,168.98,750.0,1
2022-05-13,SKU-0821,Electronics,31.0,6249.91,201.61,573.0,0
2022-05-13,SKU-1134,FMCG,139.0,7069.54,50.86,1910.0,0
2022-05-13,SKU-2201,Home,23.0,9090.52,395.24,135.0,0
2022-05-13,SKU-3305,Electronics,33.0,11415.03,345.91,270.0,0
2022-05-13,SKU-4412,FMCG,204.0,6085.32,29.83,1001.0,0
2022-05-13,SKU-5501,Apparel,63.0,9533.16,151.32,547.0,0
2022-05-13,SKU-6623,Home,26.0,6694.74,257.49,275.0,0
2022-05-13,SKU-7734,Electronics,31.0,15940.82,514.22,431.0,0
2022-05-13,SKU-8891,FMCG,226.0,17924.06,79.31,2911.0,0
2022-05-14,SKU-0562,Apparel,70.0,14368.9,205.27,666.0,0
2022-05-14,SKU-0821,Electronics,43.0,8359.63,194.41,442.0,0
2022-05-14,SKU-1134,FMCG,254.0,12791.44,50.36,1288.0,0
2022-05-14,SKU-2201,Home,26.0,10115.82,389.07,306.0,0
2022-05-14,SKU-3305,Electronics,34.0,11499.48,338.22,257.0,0
2022-05-14,SKU-4412,FMCG,207.0,6025.77,29.11,1712.0,0
2022-05-14,SKU-5501,Apparel,67.0,10062.06,150.18,638.0,0
2022-05-14,SKU-6623,Home,26.0,6423.82,247.07,354.0,0
2022-05-14,SKU-7734,Electronics,34.0,16255.4,478.1,209.0,0
